ID_num,num_of_detections,original_index_start,start_time,original_index_end,end_time,event_type_by_y_location,event_type_by_summed_vector_direction,event_type_by_x_location,event_result,summed_vector_angle_degrees, ,detections_index
5,2,80,2024-02-28 17:11:15,81,2024-02-28 17:11:15,unknown,unknown,right_enter,UNKNOWN,358.3930097036275,,80
6,10,82,2024-02-28 17:11:15,91,2024-02-28 17:11:15,unknown,unknown,right_enter,UNKNOWN,0.7543263078823034,,82, 83, 87, 88, 90
7,14,84,2024-02-28 17:11:15,97,2024-02-28 17:11:15,unknown,unknown,right_enter,UNKNOWN,358.1493451669782,,84, 85, 92, 95, 96
8,14,86,2024-02-28 17:11:15,99,2024-02-28 17:11:15,unknown,unknown,right_enter,UNKNOWN,358.92440414790207,,86, 89, 93
9,20,79,2024-02-28 17:11:15,98,2024-02-28 17:11:15,failed_to_enter,unknown,right_enter,UNKNOWN,357.8219164736077,,79, 94
77,1,0,2022-09-12 22:04:21,0,2022-09-12 22:04:21,failed_to_enter,exit,right_enter,UNKNOWN,266.79044894395406,,0
99,71,1,2022-09-12 22:04:28,71,2022-09-12 22:04:51,unknown,exit,left_exit,UNKNOWN,273.88860296067946,,1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70
